Gadus morhua,1.8261,-0.7447
Gadus morhua,1.8363,-0.3565
Gadus morhua,1.9978,-0.3565
Gadus morhua,2.0128,-0.4815
Gadus morhua,2.0334,-0.7447
Gadus morhua,2.0492,-0.5086
Gadus morhua,2.0607,-1
Gadus morhua,2.0607,-0.6021
Gadus morhua,2.0645,-0.699
Gadus morhua,2.0792,-0.7447
Gadus morhua,2.1004,-0.3979
Gadus morhua,2.1072,-0.4949
Gadus morhua,2.1106,-0.4815
Gadus morhua,2.1206,-0.2596
Gadus morhua,2.1206,-0.699
Gadus morhua,2.1271,-0.699
